Short Name,Full Name,Faculty,Category,Instructors,TAs,Assessment title,Assessment type,Format,weight,Cumulative,due date,Specific objectives,Course Outcomes: all,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 327 (Winter 2016 LEC B1 B2 SEM J1),PHARM 327 Wi16 - NUTRITION Combined LEC SEM Wi16,Cross Listed Courses,"Pharmaceutical Sciences,, Therapeutics,",Hoon Sunwoo,,Midterm,Exam,Multiple choice,50,,16-01-21,,"By the end of this course, students will be able to know and understand nutritional terminology, what a healthy diet is, macro/micro nutrient requirements, and the role of nutrients in health and disease states (obesity, diabetes, cardiovascular, osteoporosis, gut diseases, cancer, autoimmune-inflammatory diseases, and metabolic syndrome).","By the time students finish the course, they should be able to explain their learning and knowledge in the area of nutrition to others. This will be tested by multiple choices and short-answer exam questions.","By the end of this course, students will be able to develop an appreciation of the fundamental importance of nutrition.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 327 (Winter 2016 LEC B1 B2 SEM J1),PHARM 327 Wi16 - NUTRITION Combined LEC SEM Wi16,Cross Listed Courses,"Pharmaceutical Sciences,, Therapeutics,",Hoon Sunwoo,,FInal,Exam,Multiple choice,50,,16-02-12,,"By the end of this course, students will be able to know and understand nutritional terminology, what a healthy diet is, macro/micro nutrient requirements, and the role of nutrients in health and disease states (obesity, diabetes, cardiovascular, osteoporosis, gut diseases, cancer, autoimmune-inflammatory diseases, and metabolic syndrome).","By the time students finish the course, they should be able to explain their learning and knowledge in the area of nutrition to others. This will be tested by multiple choices and short-answer exam questions.","By the end of this course, students will be able to develop an appreciation of the fundamental importance of nutrition.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 497 (LEC B1 Wi16),PHARM 497 ENDOCRINE (LEC B1 Wi16),Faculty of Pharmacy and Pharmaceutical Sciences,,Candace Necyk,,Pre-Seminar Quiz 1,Quiz,Written and multiple choice,5,,16-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 497 (LEC B1 Wi16),PHARM 497 ENDOCRINE (LEC B1 Wi16),Faculty of Pharmacy and Pharmaceutical Sciences,,Candace Necyk,,Pre-Seminar Quiz 2,Quiz,Written and multiple choice,5,,16-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 497 (LEC B1 Wi16),PHARM 497 ENDOCRINE (LEC B1 Wi16),Faculty of Pharmacy and Pharmaceutical Sciences,,Candace Necyk,,Midterm,Exam,Written and multiple choice,40,,16-02-09,,Identify the main anatomy components of the endocrine system.,"Describe the physiological effects of the following: adrenal, thyroid, parathyroid, neurohypophyseal and pancreatic hormones.","Describe the epidemiology, etiology, and risk factors of endocrine disorders.","Describe the pathophysiology of endocrine disorders, including clinical presentation, symptomatology, and long-term health consequences.",Recognize the main structural features of drugs used to manage endocrine disorders.,Explain the pharmacologic effects of drugs used in the management of endocrine disorders.,Describe pharmacokinetic and pharmacodynamic principles to the treatment of endocrine disorders.,Describe the specific laboratory tests used in the diagnosis and monitoring of endocrine disorders.,"Describe the therapeutic approach incorporating non-pharmacologic and pharmacologic treatments to the prevention, treatment and management of endocrine disorders, including use of specific target drugs for condition as well as alternative therapies (dose, route of administration, length of therapy, monitoring parameters).","Recognize and understand the appropriate acute management strategies for patients with diabetes, including travel, exercise and acute illness.",Describe the toxicity of medications used in the management of endocrine disorders.,Identify ethical and cultural issues surrounding endocrine disorders.,Identify the role and the responsibility of the pharmacist within the course of the disease state and its therapy.,Identify applicable health system resources.,Identify and resolve clinically significant drug interactions.,"Select appropriate treatment for special groups (e.g., pediatrics, geriatrics, pregnant or lactating women).","Apply concepts and knowledge of medicinal chemistry, pharmacology, and therapeutic principles for pharmacologic management of endocrine disorders.",Identify actual and potential drug-related problems associated with pharmacologic management of endocrine disorders.,"Develop a patient care plan related to the care of patients with endocrine disorders, including appropriate monitoring and documentation.",Identify when to inform physicians and caregivers if there are danger signs apparent in the assessment.,Identify and retrieve appropriate sources of information needed to resolve drug related problems.,Use the principles of evidence-based medicine to critically evaluate the validity and applicability of information from various literature resources.,"Develop a caring, empathic attitude for patients experiencing of the conditions of primary focus.",Develop an appreciation of the interdisciplinary nature of patient care.,Accept responsibility for keeping abreast of emerging technologies and drugs.,,,,,,,,,,,,,,,,,,,,,,
PHARM 342 (Winter 2016 LAB LEC SEM),PHARM 342 Wi16 - DRUG USE & PATIENT CARE Combined LAB LEC SEM Wi16,Cross Listed Courses,"Pharmacy Practice,",Ravina Sanghera-Grewal,,Final exam,Exam,Written and multiple choice,45,,16-03-14,,Identify the basic process requirements in utilizing the Patient Care Process: a. Construct a patient care database b. Identify the drug related problem c. Manage a patient care profile electronically,Explain the basic concepts and principles applicable to professional responsibilities in the drug use control process and patient care interactions.,Identify federal and provincial pharmacy legislation with respect to the appropriate handling of drug products ,Identify legal requirements when accepting/receiving written & verbal prescriptions.,"For each component in the patient care process, describe the related activities and responsibilities of pharmacists, pharmacy students, interns, and pharmacy technicians.","Discuss how the medication-dispensing process intersects with the patient care process, and the respective roles of pharmacists, pharmacy students and pharmacy technicians and pharmacy technician students.",Identify and document potential medication prescribing errors in written and verbal prescriptions.,Apply concepts of third party billing and prescription pricing in the drug use process.,Recognize issues surrounding drug diversion and security.,Demonstrate an introductory level of adverse drug reporting and management.,Relate the concepts of the culture of patient safety to the drug use process.,Apply relevant components of the Patient Care Process model to pharmacy practice.,"Demonstrate effective communication in clarifying prescription orders, providing drug information, documentation of errors and interacting with health care professionals and patients.",Utilize critical thinking in the problem solving process.,"Accurately process written and verbal prescriptions, meeting all legal and technical requirements for medications.",Demonstrate competency of the prescription processing software (KROLL).,"Function efficiently within the simulated pharmacy, both independently and within a group.",Complete an accurate patient record by gathering medication history and other relevant information.,"Document search process for drug information questions, citing references used.",Communicate effectively when having a dialogue with a simulated patient and other health care practitioners,"Demonstrate a responsible, caring, and professional attitude towards the profession of pharmacy, students, patients, and health care professionals.",,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 342 (Winter 2016 LAB LEC SEM),PHARM 342 Wi16 - DRUG USE & PATIENT CARE Combined LAB LEC SEM Wi16,Cross Listed Courses,"Pharmacy Practice,",Ravina Sanghera-Grewal,,Lab #1 evaluation,Other,N/A,5,,16-02-01,,Identify the basic process requirements in utilizing the Patient Care Process: a. Construct a patient care database b. Identify the drug related problem c. Manage a patient care profile electronically,Explain the basic concepts and principles applicable to professional responsibilities in the drug use control process and patient care interactions.,Identify federal and provincial pharmacy legislation with respect to the appropriate handling of drug products ,Identify legal requirements when accepting/receiving written & verbal prescriptions.,"Discuss how the medication-dispensing process intersects with the patient care process, and the respective roles of pharmacists, pharmacy students and pharmacy technicians and pharmacy technician students.",Identify and document potential medication prescribing errors in written and verbal prescriptions.,Apply concepts of third party billing and prescription pricing in the drug use process.,Apply relevant components of the Patient Care Process model to pharmacy practice.,"Demonstrate effective communication in clarifying prescription orders, providing drug information, documentation of errors and interacting with health care professionals and patients.",Utilize critical thinking in the problem solving process.,"Accurately process written and verbal prescriptions, meeting all legal and technical requirements for medications.",Demonstrate competency of the prescription processing software (KROLL).,"Demonstrate a responsible, caring, and professional attitude towards the profession of pharmacy, students, patients, and health care professionals.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 342 (Winter 2016 LAB LEC SEM),PHARM 342 Wi16 - DRUG USE & PATIENT CARE Combined LAB LEC SEM Wi16,Cross Listed Courses,"Pharmacy Practice,",Ravina Sanghera-Grewal,,Self-reflection (Community pharmacy visit(,Assignment,N/A,10,,16-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 372 (LEC A1 Fa16),PHARM 372 PHARMACY MANAGEMENT (LEC A1 Fa16),Faculty of Pharmacy and Pharmaceutical Sciences,", , BSc in Pharmacy, ",Jody Shkrobot,,Midterm,Exam,Written and multiple choice,25,,16-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 372 (LEC A1 Fa16),PHARM 372 PHARMACY MANAGEMENT (LEC A1 Fa16),Faculty of Pharmacy and Pharmaceutical Sciences,", , BSc in Pharmacy, ",Jody Shkrobot,,Business Plan Presentation â€“ Peer Evaluation (Group),Assignment,N/A,5,,16-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 372 (LEC A1 Fa16),PHARM 372 PHARMACY MANAGEMENT (LEC A1 Fa16),Faculty of Pharmacy and Pharmaceutical Sciences,", , BSc in Pharmacy, ",Jody Shkrobot,,Peer Performance Evaluation (Final) â€“ Peer Evaluation (Individual),Other,N/A,5,,16-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 372 (LEC A1 Fa16),PHARM 372 PHARMACY MANAGEMENT (LEC A1 Fa16),Faculty of Pharmacy and Pharmaceutical Sciences,", , BSc in Pharmacy, ",Jody Shkrobot,,Case Presentation â€“ Instructor Evaluation (Group),Other,N/A,2,,17-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 372 (LEC A1 Fa16),PHARM 372 PHARMACY MANAGEMENT (LEC A1 Fa16),Faculty of Pharmacy and Pharmaceutical Sciences,", , BSc in Pharmacy, ",Jody Shkrobot,,"Business Plan Written Report â€“ Instructor Evaluation (Group) Note: Sample business plans, prepared in prior years, will be available for student viewing, on request.",Assignment,N/A,10,,16-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 372 (LEC A1 Fa16),PHARM 372 PHARMACY MANAGEMENT (LEC A1 Fa16),Faculty of Pharmacy and Pharmaceutical Sciences,", , BSc in Pharmacy, ",Jody Shkrobot,,Case Presentation â€“ Peer Evaluation (Group),Other,N/A,2,,17-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 372 (LEC A1 Fa16),PHARM 372 PHARMACY MANAGEMENT (LEC A1 Fa16),Faculty of Pharmacy and Pharmaceutical Sciences,", , BSc in Pharmacy, ",Jody Shkrobot,,Final,Exam,Written and multiple choice,35,,16-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 372 (LEC A1 Fa16),PHARM 372 PHARMACY MANAGEMENT (LEC A1 Fa16),Faculty of Pharmacy and Pharmaceutical Sciences,", , BSc in Pharmacy, ",Jody Shkrobot,,Peer Performance Evaluation (Midpoint) â€“ Peer Evaluation (Individual),Other,N/A,5,,16-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 372 (LEC A1 Fa16),PHARM 372 PHARMACY MANAGEMENT (LEC A1 Fa16),Faculty of Pharmacy and Pharmaceutical Sciences,", , BSc in Pharmacy, ",Jody Shkrobot,,Business Plan Presentation â€“ Instructor / Guest Panel Evaluation (Group),Other,N/A,10,,16-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
