PHARM 437 (Winter 2017 LEC B1 B2 SEM J1 J2),PHARM 437 Wi17 - BONE AND JOINT Combined LEC SEM Wi17,Cross Listed Courses,"Therapeutics,, BSc in Pharmacy, 3rd year",Michael R. Doschak,,Midterm,Exam,Written and multiple choice,35,2016-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 437 (Winter 2017 LEC B1 B2 SEM J1 J2),PHARM 437 Wi17 - BONE AND JOINT Combined LEC SEM Wi17,Cross Listed Courses,"Therapeutics,, BSc in Pharmacy, 3rd year",Michael R. Doschak,,Final,Exam,Multiple choice,50,2016-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 437 (Winter 2017 LEC B1 B2 SEM J1 J2),PHARM 437 Wi17 - BONE AND JOINT Combined LEC SEM Wi17,Cross Listed Courses,"Therapeutics,, BSc in Pharmacy, 3rd year",Michael R. Doschak,,Anatomy/Physiology Assignments,Assignment,N/A,15,2016-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 489 (SEM A1 Fa16),PHARM 489 THERAP & PROF PRACT (SEM A1 Fa16),Faculty of Pharmacy and Pharmaceutical Sciences,", BSc in Pharmacy, ",Sherif Mahmoud,,Weekly Quizzes,Quiz,Multiple choice,10,2016-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 489 (SEM A1 Fa16),PHARM 489 THERAP & PROF PRACT (SEM A1 Fa16),Faculty of Pharmacy and Pharmaceutical Sciences,", BSc in Pharmacy, ",Sherif Mahmoud,,Patient Case Scenario Assignment,Assignment,N/A,40,2016-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 489 (SEM A1 Fa16),PHARM 489 THERAP & PROF PRACT (SEM A1 Fa16),Faculty of Pharmacy and Pharmaceutical Sciences,", BSc in Pharmacy, ",Sherif Mahmoud,,Therapeutic Decision-Making Assignment,Assignment,N/A,15,2016-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 489 (SEM A1 Fa16),PHARM 489 THERAP & PROF PRACT (SEM A1 Fa16),Faculty of Pharmacy and Pharmaceutical Sciences,", BSc in Pharmacy, ",Sherif Mahmoud,,Participation (Coordinator and Facilitator),Participation,N/A,10,2016-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 489 (SEM A1 Fa16),PHARM 489 THERAP & PROF PRACT (SEM A1 Fa16),Faculty of Pharmacy and Pharmaceutical Sciences,", BSc in Pharmacy, ",Sherif Mahmoud,,Final,Exam,Multiple choice,25,2016-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 392 (Winter 2016 LEC B1 B2 SEM J1 J2),PHARM 392 Wi16 - PHARMACOEPIDEMIOLOGY/PRACT RSC Combined LEC SEM Wi16,Cross Listed Courses,"Pharmacy Practice,",Scot H. Simpson,,In-Class Quiz,Quiz,Multiple choice,5,2016-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 392 (Winter 2016 LEC B1 B2 SEM J1 J2),PHARM 392 Wi16 - PHARMACOEPIDEMIOLOGY/PRACT RSC Combined LEC SEM Wi16,Cross Listed Courses,"Pharmacy Practice,",Scot H. Simpson,,Midterm,Exam,Written and multiple choice,40,2016-02-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 392 (Winter 2016 LEC B1 B2 SEM J1 J2),PHARM 392 Wi16 - PHARMACOEPIDEMIOLOGY/PRACT RSC Combined LEC SEM Wi16,Cross Listed Courses,"Pharmacy Practice,",Scot H. Simpson,,FInal,Exam,Multiple choice,40,2016-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 392 (Winter 2016 LEC B1 B2 SEM J1 J2),PHARM 392 Wi16 - PHARMACOEPIDEMIOLOGY/PRACT RSC Combined LEC SEM Wi16,Cross Listed Courses,"Pharmacy Practice,",Scot H. Simpson,,Group Assignment,Assignment,N/A,15,2016-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 427 (Winter 2017 LEC B1 SEM J1),PHARM 427 Wi17 - PAIN Combined LEC SEM Wi17,Cross Listed Courses,"Therapeutics,, BSc in Pharmacy, 2nd year",John Ussher,,Class Participation,Participation,N/A,5,2017-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 427 (Winter 2017 LEC B1 SEM J1),PHARM 427 Wi17 - PAIN Combined LEC SEM Wi17,Cross Listed Courses,"Therapeutics,, BSc in Pharmacy, 2nd year",John Ussher,,Midterm,Exam,Written and multiple choice,40,2017-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 427 (Winter 2017 LEC B1 SEM J1),PHARM 427 Wi17 - PAIN Combined LEC SEM Wi17,Cross Listed Courses,"Therapeutics,, BSc in Pharmacy, 2nd year",John Ussher,,Final,Exam,Written and multiple choice,55,2017-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 367 (Winter 2017 LEC B1 SEM J1),PHARM 367 Wi17 - CARDIOLOGY Combined LEC SEM Wi17,Cross Listed Courses,"Therapeutics,, BSc in Pharmacy, 2nd year",John Seubert,,Midterm,Exam,Written and multiple choice,35,2017-02-08,,Identify ethical issues surrounding treatment of the conditions of primary focus,Identify the role and the responsibility of the pharmacist within the course of the disease state and its therapy.,Identify applicable health system resources,Describe the pathophysiology of the conditions of primary focus including clinical presentation and symptomatology and long term health consequences.,"Explain various basic cardiovascular measurements including: Heart sounds, Blood Pressure, Heart Rate, CXR, ECG, Ejection fraction","Describe medicinal chemistry, pharmacology and therapeutic principles applicable to selecting and monitoring drug therapy for the management of the conditions of primary focus.",Describe pharmacokinetic and pharmacodynamic principles applicable to the treatment of the conditions of primary focus.,"Describe the epidemiology, etiology, and risk factors of the conditions of primary focus.",Explain the anatomy of the heart and great blood vessels.,"Discuss the physiology of the blood supply, lymphatic system and cardiovascular system of the human body.",Explain the effects of drugs used in the management of the conditions of primary focus.,Describe the specific laboratory tests used in the diagnosis and monitoring of the conditions of primary focus,"Describe the therapeutic approach incorporating non-pharmacologic and pharmacologic treatments of the conditions of primary focus including use of specific target drugs forcondition as well as alternative therapies (dose, route of administration, length of therapy,monitoring parameters)",Describe how to manage the toxicity of cardiac medications,Describe the societal and economic impact of the conditions of primary focus,"Design pharmaceutical care plans including alternatives (drug, non-drug, referral,reassurance), recommendations, implementation, monitoring and follow up for patients with the conditions of primary focus.",Identify actual and potential drug related problems relating the conditions of primary focus and in various patient cases.,Manage clinically significant drug interactions with drugs used to treat the conditions of primary focus.,"Make rational, safe and effective drug treatment decisions for therapy, evaluation and monitoring based on an integrated knowledge of therapeutics, medicinal chemistry, and pharmacology.",Utilize an evidence-based approach to therapeutic management of the conditions of primary focus.,Identify and locate sources of information needed to solve drug related problems.,Critically evaluate the appropriateness and reliability of information from literature resources.,Synthesize information gained from various literature resources to solve problems or make recommendations.,Develop and practice skills for measuring blood pressure and heart rate.,Utilize self-directed learning abilities.,Work effectively in a healthcare team.,Obtain a relevant history from a patient,Review the presenting signs and symptoms of the conditions of primary focus and describe criteria used to make the diagnosis and to be able to relate the severity of the disease,"Discuss the therapeutic options with patient, including risks and benefits, and medication and alternative therapy choices",Apply and demonstrate appropriate counseling and communication with patients,Follow appropriate monitoring parameters,Recommend appropriate changes to therapy based on patient outcomes and monitoring parameters,"Develop a caring, empathic attitude for patients experiencing the conditions of primary focus.",Develop an appreciation of the interdisciplinary nature of patient care.,Accept responsibility for keeping abreast of emerging technologies and drugs.,,,,,,,,,,,,
PHARM 367 (Winter 2017 LEC B1 SEM J1),PHARM 367 Wi17 - CARDIOLOGY Combined LEC SEM Wi17,Cross Listed Courses,"Therapeutics,, BSc in Pharmacy, 2nd year",John Seubert,,Final,Exam,Written and multiple choice,45,2017-04-24,,Identify ethical issues surrounding treatment of the conditions of primary focus,Identify the role and the responsibility of the pharmacist within the course of the disease state and its therapy.,Identify applicable health system resources,Describe the pathophysiology of the conditions of primary focus including clinical presentation and symptomatology and long term health consequences.,"Explain various basic cardiovascular measurements including: Heart sounds, Blood Pressure, Heart Rate, CXR, ECG, Ejection fraction","Describe medicinal chemistry, pharmacology and therapeutic principles applicable to selecting and monitoring drug therapy for the management of the conditions of primary focus.",Describe pharmacokinetic and pharmacodynamic principles applicable to the treatment of the conditions of primary focus.,"Describe the epidemiology, etiology, and risk factors of the conditions of primary focus.",Explain the anatomy of the heart and great blood vessels.,"Discuss the physiology of the blood supply, lymphatic system and cardiovascular system of the human body.",Explain the effects of drugs used in the management of the conditions of primary focus.,Describe the specific laboratory tests used in the diagnosis and monitoring of the conditions of primary focus,"Describe the therapeutic approach incorporating non-pharmacologic and pharmacologic treatments of the conditions of primary focus including use of specific target drugs forcondition as well as alternative therapies (dose, route of administration, length of therapy,monitoring parameters)",Describe how to manage the toxicity of cardiac medications,Describe the societal and economic impact of the conditions of primary focus,"Design pharmaceutical care plans including alternatives (drug, non-drug, referral,reassurance), recommendations, implementation, monitoring and follow up for patients with the conditions of primary focus.",Identify actual and potential drug related problems relating the conditions of primary focus and in various patient cases.,Manage clinically significant drug interactions with drugs used to treat the conditions of primary focus.,"Make rational, safe and effective drug treatment decisions for therapy, evaluation and monitoring based on an integrated knowledge of therapeutics, medicinal chemistry, and pharmacology.",Utilize an evidence-based approach to therapeutic management of the conditions of primary focus.,Identify and locate sources of information needed to solve drug related problems.,Critically evaluate the appropriateness and reliability of information from literature resources.,Synthesize information gained from various literature resources to solve problems or make recommendations.,Develop and practice skills for measuring blood pressure and heart rate.,Utilize self-directed learning abilities.,Work effectively in a healthcare team.,Obtain a relevant history from a patient,Review the presenting signs and symptoms of the conditions of primary focus and describe criteria used to make the diagnosis and to be able to relate the severity of the disease,"Discuss the therapeutic options with patient, including risks and benefits, and medication and alternative therapy choices",Apply and demonstrate appropriate counseling and communication with patients,Follow appropriate monitoring parameters,Recommend appropriate changes to therapy based on patient outcomes and monitoring parameters,"Develop a caring, empathic attitude for patients experiencing the conditions of primary focus.",Develop an appreciation of the interdisciplinary nature of patient care.,Accept responsibility for keeping abreast of emerging technologies and drugs.,,,,,,,,,,,,
PHARM 367 (Winter 2017 LEC B1 SEM J1),PHARM 367 Wi17 - CARDIOLOGY Combined LEC SEM Wi17,Cross Listed Courses,"Therapeutics,, BSc in Pharmacy, 2nd year",John Seubert,,BP Clinic and EJournal (most complete both),Assignment,N/A,5,2017-02-02,,"Develop a caring, empathic attitude for patients experiencing the conditions of primary focus.",Develop an appreciation of the interdisciplinary nature of patient care.,Accept responsibility for keeping abreast of emerging technologies and drugs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHARM 367 (Winter 2017 LEC B1 SEM J1),PHARM 367 Wi17 - CARDIOLOGY Combined LEC SEM Wi17,Cross Listed Courses,"Therapeutics,, BSc in Pharmacy, 2nd year",John Seubert,,Seminars,Participation,N/A,15,2017-01-18,,Identify ethical issues surrounding treatment of the conditions of primary focus,Identify the role and the responsibility of the pharmacist within the course of the disease state and its therapy.,Identify applicable health system resources,Describe the pathophysiology of the conditions of primary focus including clinical presentation and symptomatology and long term health consequences.,"Explain various basic cardiovascular measurements including: Heart sounds, Blood Pressure, Heart Rate, CXR, ECG, Ejection fraction","Describe medicinal chemistry, pharmacology and therapeutic principles applicable to selecting and monitoring drug therapy for the management of the conditions of primary focus.",Describe pharmacokinetic and pharmacodynamic principles applicable to the treatment of the conditions of primary focus.,"Describe the epidemiology, etiology, and risk factors of the conditions of primary focus.",Explain the anatomy of the heart and great blood vessels.,"Discuss the physiology of the blood supply, lymphatic system and cardiovascular system of the human body.",Explain the effects of drugs used in the management of the conditions of primary focus.,Describe the specific laboratory tests used in the diagnosis and monitoring of the conditions of primary focus,"Describe the therapeutic approach incorporating non-pharmacologic and pharmacologic treatments of the conditions of primary focus including use of specific target drugs forcondition as well as alternative therapies (dose, route of administration, length of therapy,monitoring parameters)",Describe how to manage the toxicity of cardiac medications,Describe the societal and economic impact of the conditions of primary focus,"Design pharmaceutical care plans including alternatives (drug, non-drug, referral,reassurance), recommendations, implementation, monitoring and follow up for patients with the conditions of primary focus.",Identify actual and potential drug related problems relating the conditions of primary focus and in various patient cases.,Manage clinically significant drug interactions with drugs used to treat the conditions of primary focus.,"Make rational, safe and effective drug treatment decisions for therapy, evaluation and monitoring based on an integrated knowledge of therapeutics, medicinal chemistry, and pharmacology.",Utilize an evidence-based approach to therapeutic management of the conditions of primary focus.,Identify and locate sources of information needed to solve drug related problems.,Critically evaluate the appropriateness and reliability of information from literature resources.,Synthesize information gained from various literature resources to solve problems or make recommendations.,Develop and practice skills for measuring blood pressure and heart rate.,Utilize self-directed learning abilities.,Work effectively in a healthcare team.,Obtain a relevant history from a patient,Review the presenting signs and symptoms of the conditions of primary focus and describe criteria used to make the diagnosis and to be able to relate the severity of the disease,"Discuss the therapeutic options with patient, including risks and benefits, and medication and alternative therapy choices",Apply and demonstrate appropriate counseling and communication with patients,Follow appropriate monitoring parameters,Recommend appropriate changes to therapy based on patient outcomes and monitoring parameters,"Develop a caring, empathic attitude for patients experiencing the conditions of primary focus.",Develop an appreciation of the interdisciplinary nature of patient care.,Accept responsibility for keeping abreast of emerging technologies and drugs.,,,,,,,,,,,,
PHARM 342 (Winter 2017 LAB LEC SEM),PHARM 342 Wi17 - DRUG USE & PATIENT CARE Combined LAB LEC SEM Wi17,Cross Listed Courses,"Pharmacy Practice,, BSc in Pharmacy, 1st year",Ravina Sanghera-Grewal,,Lab 4,Lab,N/A,5,2017-01-14,,Identify the basic process requirements in utilizing the Patient Care Process:,a. Construct a patient care database,b. Identify the drug related problem,c. Manage a patient care profile electronically,Explain the basic concepts and principles applicable to professional responsibilities in the drug use control process and patient care interactions.,Identify federal and provincial pharmacy legislation with respect to the appropriate handling of drug products and practicing within the professions scope.,Identify legal requirements when accepting/receiving written & verbal prescriptions.,"For each component in the patient care process, describe the related activities and responsibilities of pharmacists, pharmacy students, interns, and pharmacy technicians.","Discuss how the medication-dispensing process intersects with the patient care process, and the respective roles of pharmacists, pharmacy students and pharmacy technicians and pharmacy technician students.",Identify and document potential medication prescribing errors in written and verbal prescriptions.,Apply concepts of third party billing and prescription pricing in the drug use process. ,Recognize issues surrounding drug diversion and security.,Demonstrate an introductory level of adverse drug reporting and management.,Relate the concepts of the culture of patient safety to the drug use process.,Apply relevant components of the Patient Care Process model to pharmacy practice.,"Demonstrate effective communication in clarifying prescription orders, providing drug information, documentation of errors and interacting with health care professionals and patients.",Utilize critical thinking in the problem solving process.,"Accurately process written and verbal prescriptions, meeting all legal and technical requirements for medications.",Demonstrate competency of the prescription processing software (KROLL).,"Function efficiently within the simulated pharmacy, both independently and within a group.",Complete an accurate patient record by gathering medication history and other relevant information.,"Document search process for drug information questions, citing references used.",Communicate effectively when having a dialogue with a simulated patient and other health care practitioners,"Demonstrate a responsible, caring, and professional attitude towards the profession of pharmacy, students, patients, and health care professionals.",,,,,,,,,,,,,,,,,,,,,,,
PHARM 342 (Winter 2017 LAB LEC SEM),PHARM 342 Wi17 - DRUG USE & PATIENT CARE Combined LAB LEC SEM Wi17,Cross Listed Courses,"Pharmacy Practice,, BSc in Pharmacy, 1st year",Ravina Sanghera-Grewal,,Midterm,Exam,Written and multiple choice,25,2017-02-13,,Identify the basic process requirements in utilizing the Patient Care Process:,a. Construct a patient care database,b. Identify the drug related problem,c. Manage a patient care profile electronically,Explain the basic concepts and principles applicable to professional responsibilities in the drug use control process and patient care interactions.,Identify federal and provincial pharmacy legislation with respect to the appropriate handling of drug products and practicing within the professions scope.,Identify legal requirements when accepting/receiving written & verbal prescriptions.,"For each component in the patient care process, describe the related activities and responsibilities of pharmacists, pharmacy students, interns, and pharmacy technicians.","Discuss how the medication-dispensing process intersects with the patient care process, and the respective roles of pharmacists, pharmacy students and pharmacy technicians and pharmacy technician students.",Apply relevant components of the Patient Care Process model to pharmacy practice.,"Demonstrate effective communication in clarifying prescription orders, providing drug information, documentation of errors and interacting with health care professionals and patients.",Utilize critical thinking in the problem solving process.,"Accurately process written and verbal prescriptions, meeting all legal and technical requirements for medications.",Demonstrate competency of the prescription processing software (KROLL).,"Function efficiently within the simulated pharmacy, both independently and within a group.",Complete an accurate patient record by gathering medication history and other relevant information.,"Document search process for drug information questions, citing references used.",Communicate effectively when having a dialogue with a simulated patient and other health care practitioners,"Demonstrate a responsible, caring, and professional attitude towards the profession of pharmacy, students, patients, and health care professionals.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
