"PHARM 452 (LEC A1 Fa16)","PHARM 452 PHARM PRACTICE-DESIGN&FUNCTION (LEC A1 Fa16)","Faculty of Pharmacy and Pharmaceutical Sciences",", BSc in Pharmacy, ","Cheryl Sadowski",,"Feedback on Reports, assignments",,"ECHA L1-420",Sadowski,lecture,"170 minutes",2016/12/06,,,,
"PHARM 452 (LEC A1 Fa16)","PHARM 452 PHARM PRACTICE-DESIGN&FUNCTION (LEC A1 Fa16)","Faculty of Pharmacy and Pharmaceutical Sciences",", BSc in Pharmacy, ","Cheryl Sadowski",,"Third year pharmacy student presentation",,TBD,Sadowski,lecture,"170 minutes",2016/12/06,,,,
"PHARM 300A (LEC C1 Fa16)","PHARM 300A EXPERIENTIAL LEARNING","Faculty of Pharmacy and Pharmaceutical Sciences",", BSc in Pharmacy, ","Cox, Cheryl",,"Course Introduction ",,"MS 231","Cox, Cheryl",lecture,"50 minutes",2016/09/08,"Direct Lecture",,,,"Develop an understanding of the role and expectations of experiential learning in the curriculum "
"PHARM 300A (LEC C1 Fa16)","PHARM 300A EXPERIENTIAL LEARNING","Faculty of Pharmacy and Pharmaceutical Sciences",", BSc in Pharmacy, ","Cox, Cheryl",,"Course Expectations and  Person-Centred Care",,"MS 231","Cox, Cheryl",lecture,"80 minutes",2016/10/11,"Direct Lecture",,,,"Develop an understanding of the role and expectations of experiential learning in the curriculum ","Demonstrate the provision of person-centred care for clients to enhance quality of life and fulfill professional obligations to individual(s) at the site"
"PHARM 300A (LEC C1 Fa16)","PHARM 300A EXPERIENTIAL LEARNING","Faculty of Pharmacy and Pharmaceutical Sciences",", BSc in Pharmacy, ","Cox, Cheryl",,"Seminar #1 ",,"Medical Science Seminar Rooms","Cox, Cheryl",seminar,"80 minutes",2016/11/01,"Team Based Learning",,,
"PHARM 300A (LEC C1 Fa16)","PHARM 300A EXPERIENTIAL LEARNING","Faculty of Pharmacy and Pharmaceutical Sciences",", BSc in Pharmacy, ","Cox, Cheryl",,"Course Expectations and Background Information ",,"MS 227","Cox, Cheryl",lecture,"80 minutes",2016/11/22,"Direct Lecture",,,
"PHARM 300A (LEC C1 Fa16)","PHARM 300A EXPERIENTIAL LEARNING","Faculty of Pharmacy and Pharmaceutical Sciences",", BSc in Pharmacy, ","Cox, Cheryl",,"Seminar #2",,"Medical Science Seminar Rooms","Cox, Cheryl",seminar,"80 minutes",2016/11/29,,,,
"PHARM 300A (LEC C1 Fa16)","PHARM 300A EXPERIENTIAL LEARNING","Faculty of Pharmacy and Pharmaceutical Sciences",", BSc in Pharmacy, ","Cox, Cheryl",,"Overview of Reflection Assignment #3",,"MS 231","Cox, Cheryl",lecture,"50 minutes",2017/01/11,"Direct Lecture",,,
"PHARM 300A (LEC C1 Fa16)","PHARM 300A EXPERIENTIAL LEARNING","Faculty of Pharmacy and Pharmaceutical Sciences",", BSc in Pharmacy, ","Cox, Cheryl",,"Technical Support for Assignment #3",,"MS 227","Cox, Cheryl",lecture,"50 minutes",2017/01/24,"Direct Lecture",,,
"PHARM 489 (SEM A1 Fa16)","PHARM 489 THERAP & PROF PRACT (SEM A1 Fa16)","Faculty of Pharmacy and Pharmaceutical Sciences",", BSc in Pharmacy, ","Sherif Mahmoud",,"Course Evaluation/Case 9: Transplant/Case 10: Pharmacokinetics/Final Exam Discussion",,"ECHA 1-498",Mahmoud/Broscheit,lecture,"170 minutes",2016/12/05,"Direct Lecture",,,,"Demonstrate the ability to research and develop practical therapeutic knowledge for the management of several disease states.","Demonstrate in-depth knowledge of a controversial topic, critical thinking skills, decision-making skills, and verbal communication skills.","Demonstrate use of a therapeutic process to identify and prioritize actual and/or potential drug-related problems using a patient care centered approach."," Answer a focused clinical question and create a patient care plan using a systematic problem-solving approach.","Demonstrate refinement of critical appraisal, written and oral communication skills.","Incorporate principles of evidence-based medicine into therapeutic decision making.","Demonstrate a confident and competent approach to solving patient concerns.","Utilize a seamless care approach to promote optimal patient outcomes in acute and chronic care settings.","Apply appropriate documentation skills to facilitate care throughout a variety of settings.","Demonstrate appropriate presentation skills (i.e. content, language) through case presentations.","Demonstrate self-directed learning abilities and team skills.","Accept responsibility of keeping current with emerging therapeutic modalities."
"PHARM 489 (SEM A1 Fa16)","PHARM 489 THERAP & PROF PRACT (SEM A1 Fa16)","Faculty of Pharmacy and Pharmaceutical Sciences",", BSc in Pharmacy, ","Sherif Mahmoud",,"Therapeutic Decision Making",,"ECHA 1-498",Mahmoud,seminar,"170 minutes",2016/10/17,"Direct Lecture, Problem Based Learning",,,,"Demonstrate the ability to research and develop practical therapeutic knowledge for the management of several disease states.","Demonstrate in-depth knowledge of a controversial topic, critical thinking skills, decision-making skills, and verbal communication skills.","Demonstrate use of a therapeutic process to identify and prioritize actual and/or potential drug-related problems using a patient care centered approach."," Answer a focused clinical question and create a patient care plan using a systematic problem-solving approach.","Demonstrate refinement of critical appraisal, written and oral communication skills.","Incorporate principles of evidence-based medicine into therapeutic decision making.","Demonstrate a confident and competent approach to solving patient concerns.","Utilize a seamless care approach to promote optimal patient outcomes in acute and chronic care settings.","Apply appropriate documentation skills to facilitate care throughout a variety of settings.","Demonstrate appropriate presentation skills (i.e. content, language) through case presentations.","Demonstrate self-directed learning abilities and team skills.","Accept responsibility of keeping current with emerging therapeutic modalities."
"PHARM 489 (SEM A1 Fa16)","PHARM 489 THERAP & PROF PRACT (SEM A1 Fa16)","Faculty of Pharmacy and Pharmaceutical Sciences",", BSc in Pharmacy, ","Sherif Mahmoud",,"Therapeutic Decision Making",,"ECHA 1-498",Mahmoud,seminar,"170 minutes",2016/10/24,"Direct Lecture, Problem Based Learning, Team Based Learning",,,,"Demonstrate the ability to research and develop practical therapeutic knowledge for the management of several disease states.","Demonstrate in-depth knowledge of a controversial topic, critical thinking skills, decision-making skills, and verbal communication skills.","Demonstrate use of a therapeutic process to identify and prioritize actual and/or potential drug-related problems using a patient care centered approach."," Answer a focused clinical question and create a patient care plan using a systematic problem-solving approach.","Demonstrate refinement of critical appraisal, written and oral communication skills.","Incorporate principles of evidence-based medicine into therapeutic decision making.","Demonstrate a confident and competent approach to solving patient concerns.","Utilize a seamless care approach to promote optimal patient outcomes in acute and chronic care settings.","Apply appropriate documentation skills to facilitate care throughout a variety of settings.","Demonstrate appropriate presentation skills (i.e. content, language) through case presentations.","Demonstrate self-directed learning abilities and team skills.","Accept responsibility of keeping current with emerging therapeutic modalities."
"PHARM 489 (SEM A1 Fa16)","PHARM 489 THERAP & PROF PRACT (SEM A1 Fa16)","Faculty of Pharmacy and Pharmaceutical Sciences",", BSc in Pharmacy, ","Sherif Mahmoud",,"Case 1: Pediatric Asthma",,"ECHA 1-498",Meyer,lecture,"80 minutes",2016/10/31,"Direct Lecture",,,,"Demonstrate the ability to research and develop practical therapeutic knowledge for the management of several disease states.","Demonstrate in-depth knowledge of a controversial topic, critical thinking skills, decision-making skills, and verbal communication skills.","Demonstrate use of a therapeutic process to identify and prioritize actual and/or potential drug-related problems using a patient care centered approach."," Answer a focused clinical question and create a patient care plan using a systematic problem-solving approach.","Demonstrate refinement of critical appraisal, written and oral communication skills.","Incorporate principles of evidence-based medicine into therapeutic decision making.","Demonstrate a confident and competent approach to solving patient concerns.","Utilize a seamless care approach to promote optimal patient outcomes in acute and chronic care settings.","Apply appropriate documentation skills to facilitate care throughout a variety of settings.","Demonstrate self-directed learning abilities and team skills.","Accept responsibility of keeping current with emerging therapeutic modalities."
"PHARM 489 (SEM A1 Fa16)","PHARM 489 THERAP & PROF PRACT (SEM A1 Fa16)","Faculty of Pharmacy and Pharmaceutical Sciences",", BSc in Pharmacy, ","Sherif Mahmoud",,,"Case 3: Cardiology","ECHA 1-498",Hall,lecture,"80 minutes",2016/11/14,"Direct Lecture",,,,"Demonstrate the ability to research and develop practical therapeutic knowledge for the management of several disease states.","Demonstrate in-depth knowledge of a controversial topic, critical thinking skills, decision-making skills, and verbal communication skills.","Demonstrate use of a therapeutic process to identify and prioritize actual and/or potential drug-related problems using a patient care centered approach."," Answer a focused clinical question and create a patient care plan using a systematic problem-solving approach.","Demonstrate refinement of critical appraisal, written and oral communication skills.","Incorporate principles of evidence-based medicine into therapeutic decision making.","Demonstrate a confident and competent approach to solving patient concerns.","Utilize a seamless care approach to promote optimal patient outcomes in acute and chronic care settings.","Apply appropriate documentation skills to facilitate care throughout a variety of settings.","Demonstrate self-directed learning abilities and team skills.","Accept responsibility of keeping current with emerging therapeutic modalities."
"PHARM 489 (SEM A1 Fa16)","PHARM 489 THERAP & PROF PRACT (SEM A1 Fa16)","Faculty of Pharmacy and Pharmaceutical Sciences",", BSc in Pharmacy, ","Sherif Mahmoud",,"Case 4: Pediatric Critical Care",,"ECHA 1-498",Chan,lecture,"80 minutes",2016/11/14,"Direct Lecture",,,,"Demonstrate the ability to research and develop practical therapeutic knowledge for the management of several disease states.","Demonstrate in-depth knowledge of a controversial topic, critical thinking skills, decision-making skills, and verbal communication skills.","Demonstrate use of a therapeutic process to identify and prioritize actual and/or potential drug-related problems using a patient care centered approach."," Answer a focused clinical question and create a patient care plan using a systematic problem-solving approach.","Demonstrate refinement of critical appraisal, written and oral communication skills.","Incorporate principles of evidence-based medicine into therapeutic decision making.","Demonstrate a confident and competent approach to solving patient concerns.","Utilize a seamless care approach to promote optimal patient outcomes in acute and chronic care settings.","Apply appropriate documentation skills to facilitate care throughout a variety of settings.","Demonstrate appropriate presentation skills (i.e. content, language) through case presentations.","Demonstrate self-directed learning abilities and team skills.","Accept responsibility of keeping current with emerging therapeutic modalities."
"PHARM 489 (SEM A1 Fa16)","PHARM 489 THERAP & PROF PRACT (SEM A1 Fa16)","Faculty of Pharmacy and Pharmaceutical Sciences",", BSc in Pharmacy, ","Sherif Mahmoud",,"Case 6: HIV",,"ECHA 1-498",Foisy,lecture,"80 minutes",2016/11/21,"Direct Lecture",,,,"Demonstrate the ability to research and develop practical therapeutic knowledge for the management of several disease states.","Demonstrate in-depth knowledge of a controversial topic, critical thinking skills, decision-making skills, and verbal communication skills.","Demonstrate use of a therapeutic process to identify and prioritize actual and/or potential drug-related problems using a patient care centered approach."," Answer a focused clinical question and create a patient care plan using a systematic problem-solving approach.","Demonstrate refinement of critical appraisal, written and oral communication skills.","Incorporate principles of evidence-based medicine into therapeutic decision making.","Demonstrate a confident and competent approach to solving patient concerns.","Utilize a seamless care approach to promote optimal patient outcomes in acute and chronic care settings.","Apply appropriate documentation skills to facilitate care throughout a variety of settings.","Demonstrate appropriate presentation skills (i.e. content, language) through case presentations.","Demonstrate self-directed learning abilities and team skills.","Accept responsibility of keeping current with emerging therapeutic modalities."
"PHARM 489 (SEM A1 Fa16)","PHARM 489 THERAP & PROF PRACT (SEM A1 Fa16)","Faculty of Pharmacy and Pharmaceutical Sciences",", BSc in Pharmacy, ","Sherif Mahmoud",,"Case 5: Toxicology",,"ECHA 1-498",Druteik,lecture,"80 minutes",2016/11/21,"Direct Lecture",,,,"Demonstrate the ability to research and develop practical therapeutic knowledge for the management of several disease states.","Demonstrate in-depth knowledge of a controversial topic, critical thinking skills, decision-making skills, and verbal communication skills.","Demonstrate use of a therapeutic process to identify and prioritize actual and/or potential drug-related problems using a patient care centered approach."," Answer a focused clinical question and create a patient care plan using a systematic problem-solving approach.","Demonstrate refinement of critical appraisal, written and oral communication skills.","Incorporate principles of evidence-based medicine into therapeutic decision making.","Demonstrate a confident and competent approach to solving patient concerns.","Utilize a seamless care approach to promote optimal patient outcomes in acute and chronic care settings.","Apply appropriate documentation skills to facilitate care throughout a variety of settings.","Demonstrate appropriate presentation skills (i.e. content, language) through case presentations.","Demonstrate self-directed learning abilities and team skills.","Accept responsibility of keeping current with emerging therapeutic modalities."
"PHARM 489 (SEM A1 Fa16)","PHARM 489 THERAP & PROF PRACT (SEM A1 Fa16)","Faculty of Pharmacy and Pharmaceutical Sciences",", BSc in Pharmacy, ","Sherif Mahmoud",,"Case 7: Subarachnoid Hemorrhage",,"ECHA 1-498",Mahmoud,lecture,"80 minutes",2016/11/28,"Direct Lecture",,,,"Demonstrate the ability to research and develop practical therapeutic knowledge for the management of several disease states.","Demonstrate in-depth knowledge of a controversial topic, critical thinking skills, decision-making skills, and verbal communication skills.","Demonstrate use of a therapeutic process to identify and prioritize actual and/or potential drug-related problems using a patient care centered approach."," Answer a focused clinical question and create a patient care plan using a systematic problem-solving approach.","Demonstrate refinement of critical appraisal, written and oral communication skills.","Incorporate principles of evidence-based medicine into therapeutic decision making.","Demonstrate a confident and competent approach to solving patient concerns.","Utilize a seamless care approach to promote optimal patient outcomes in acute and chronic care settings.","Apply appropriate documentation skills to facilitate care throughout a variety of settings.","Demonstrate appropriate presentation skills (i.e. content, language) through case presentations.","Demonstrate self-directed learning abilities and team skills.","Accept responsibility of keeping current with emerging therapeutic modalities."
"PHARM 489 (SEM A1 Fa16)","PHARM 489 THERAP & PROF PRACT (SEM A1 Fa16)","Faculty of Pharmacy and Pharmaceutical Sciences",", BSc in Pharmacy, ","Sherif Mahmoud",,"Case 8: Infectious Diseases",,"ECHA 1-498",Lau,lecture,"80 minutes",2016/11/28,"Direct Lecture",,,,"Demonstrate the ability to research and develop practical therapeutic knowledge for the management of several disease states.","Demonstrate in-depth knowledge of a controversial topic, critical thinking skills, decision-making skills, and verbal communication skills.","Demonstrate use of a therapeutic process to identify and prioritize actual and/or potential drug-related problems using a patient care centered approach."," Answer a focused clinical question and create a patient care plan using a systematic problem-solving approach.","Demonstrate refinement of critical appraisal, written and oral communication skills.","Incorporate principles of evidence-based medicine into therapeutic decision making.","Demonstrate a confident and competent approach to solving patient concerns.","Utilize a seamless care approach to promote optimal patient outcomes in acute and chronic care settings.","Apply appropriate documentation skills to facilitate care throughout a variety of settings.","Demonstrate appropriate presentation skills (i.e. content, language) through case presentations.","Demonstrate self-directed learning abilities and team skills.","Accept responsibility of keeping current with emerging therapeutic modalities."
"PHARM 489 (SEM A1 Fa16)","PHARM 489 THERAP & PROF PRACT (SEM A1 Fa16)","Faculty of Pharmacy and Pharmaceutical Sciences",", BSc in Pharmacy, ","Sherif Mahmoud",,"Case 2: Stroke",,"ECHA 1-498",Moore,lecture,"50 minutes",2016/12/06,"Direct Lecture",,,,"Demonstrate the ability to research and develop practical therapeutic knowledge for the management of several disease states.","Demonstrate in-depth knowledge of a controversial topic, critical thinking skills, decision-making skills, and verbal communication skills.","Demonstrate use of a therapeutic process to identify and prioritize actual and/or potential drug-related problems using a patient care centered approach."," Answer a focused clinical question and create a patient care plan using a systematic problem-solving approach.","Demonstrate refinement of critical appraisal, written and oral communication skills.","Incorporate principles of evidence-based medicine into therapeutic decision making.","Demonstrate a confident and competent approach to solving patient concerns.","Utilize a seamless care approach to promote optimal patient outcomes in acute and chronic care settings.","Apply appropriate documentation skills to facilitate care throughout a variety of settings.","Demonstrate appropriate presentation skills (i.e. content, language) through case presentations.","Demonstrate self-directed learning abilities and team skills.","Accept responsibility of keeping current with emerging therapeutic modalities."
"PHARM 489 (SEM A1 Fa16)","PHARM 489 THERAP & PROF PRACT (SEM A1 Fa16)","Faculty of Pharmacy and Pharmaceutical Sciences",", BSc in Pharmacy, ","Sherif Mahmoud",,"Literature Evaluation I",,"ECHA 1-498",Makowsky,lecture,"170 minutes",2016/09/19,"Direct Lecture",,,,"Demonstrate use of a therapeutic process to identify and prioritize actual and/or potential drug-related problems using a patient care centered approach."," Answer a focused clinical question and create a patient care plan using a systematic problem-solving approach.","Demonstrate refinement of critical appraisal, written and oral communication skills.","Incorporate principles of evidence-based medicine into therapeutic decision making."
"PHARM 489 (SEM A1 Fa16)","PHARM 489 THERAP & PROF PRACT (SEM A1 Fa16)","Faculty of Pharmacy and Pharmaceutical Sciences",", BSc in Pharmacy, ","Sherif Mahmoud",,"Literature Evaluation II",,"ECHA 1-498",Makowsky,lecture,"170 minutes",2016/09/26,"Direct Lecture",,,
